"X","Y","Z","Intensity","ReturnNumber","NumberOfReturns","ScanDirectionFlag","EdgeOfFlightLine","Classification","ScanAngleRank","UserData","PointSourceId","GpsTime","Red","Green","Blue"
635746.230,852828.250,471.950,64.000,1.000,2.000,0.000,0.000,1.000,-10.000,124.000,7333.000,249387.406,62.000,75.000,74.000
635744.820,852632.050,417.980,93.000,1.000,1.000,0.000,0.000,2.000,-18.000,120.000,7333.000,249387.675,70.000,77.000,74.000
635883.010,852880.840,489.470,3.000,1.000,3.000,1.000,0.000,1.000,-14.000,128.000,7333.000,249387.986,103.000,94.000,113.000
635963.940,852936.910,418.310,139.000,1.000,1.000,1.000,0.000,1.000,-13.000,124.000,7333.000,249388.293,113.000,105.000,127.000
635994.190,852703.970,418.180,152.000,1.000,1.000,1.000,0.000,1.000,-11.000,124.000,7333.000,249388.713,124.000,109.000,134.000
636108.040,852822.600,447.180,2.000,1.000,3.000,1.000,0.000,1.000,-8.000,128.000,7333.000,249389.116,77.000,82.000,92.000
636160.300,852813.620,420.670,138.000,1.000,1.000,1.000,0.000,2.000,-10.000,124.000,7333.000,249389.519,111.000,98.000,126.000
636186.150,852685.010,419.590,102.000,1.000,1.000,0.000,0.000,2.000,-11.000,120.000,7333.000,249389.954,136.000,108.000,134.000
636301.840,852874.410,421.950,113.000,1.000,1.000,0.000,0.000,2.000,-7.000,125.000,7333.000,249390.375,152.000,126.000,148.000
636373.820,852863.290,420.180,0.000,3.000,3.000,0.000,0.000,2.000,-9.000,126.000,7333.000,249390.719,62.000,73.000,71.000
636437.300,852892.420,465.940,21.000,1.000,2.000,1.000,0.000,1.000,-8.000,124.000,7333.000,249390.994,86.000,91.000,99.000
636475.620,852799.770,438.750,4.000,1.000,2.000,1.000,0.000,1.000,-10.000,124.000,7333.000,249391.300,118.000,110.000,137.000
636569.520,852894.000,420.470,35.000,1.000,1.000,0.000,0.000,2.000,-6.000,124.000,7333.000,249391.696,100.000,88.000,96.000
636648.850,852909.610,477.360,118.000,1.000,1.000,0.000,0.000,1.000,-7.000,124.000,7333.000,249392.118,72.000,80.000,86.000
636656.460,852609.120,419.980,146.000,1.000,1.000,0.000,0.000,1.000,-13.000,126.000,7333.000,249392.483,86.000,91.000,102.000
636719.550,852602.890,446.620,2.000,1.000,2.000,1.000,0.000,1.000,-10.000,124.000,7333.000,249392.889,77.000,94.000,94.000
636804.630,852921.720,423.200,139.000,1.000,1.000,0.000,0.000,2.000,-9.000,122.000,7333.000,249393.267,154.000,122.000,145.000
636864.570,852790.420,421.590,148.000,1.000,1.000,0.000,0.000,2.000,-13.000,122.000,7333.000,249393.670,120.000,105.000,137.000
637012.930,852873.520,422.050,35.000,1.000,1.000,0.000,0.000,1.000,-8.000,126.000,7333.000,249394.091,182.000,164.000,176.000
637074.480,852615.420,421.750,127.000,1.000,1.000,0.000,0.000,1.000,-11.000,122.000,7333.000,249394.495,99.000,98.000,121.000
637173.460,852700.560,420.900,149.000,1.000,1.000,1.000,0.000,2.000,-13.000,122.000,7333.000,249394.882,152.000,114.000,152.000
637262.300,852786.550,422.770,18.000,1.000,1.000,0.000,0.000,1.000,-12.000,124.000,7333.000,249395.298,156.000,134.000,154.000
638909.120,850558.300,437.240,18.000,1.000,1.000,1.000,0.000,1.000,-9.000,132.000,7328.000,246489.478,108.000,110.000,126.000
638826.210,850603.770,423.650,157.000,1.000,1.000,0.000,0.000,1.000,-12.000,128.000,7328.000,246490.031,68.000,86.000,85.000
638748.880,850576.510,417.680,56.000,2.000,2.000,1.000,0.000,1.000,-12.000,126.000,7328.000,246490.475,109.000,113.000,126.000
638672.340,850484.020,418.080,151.000,1.000,1.000,1.000,0.000,1.000,-11.000,126.000,7328.000,246490.897,79.000,88.000,84.000
638588.090,850481.790,470.340,1.000,1.000,2.000,0.000,0.000,1.000,-12.000,130.000,7328.000,246491.313,116.000,112.000,130.000
638471.750,850510.930,426.310,29.000,1.000,1.000,1.000,0.000,1.000,-12.000,126.000,7328.000,246491.816,166.000,126.000,155.000
638349.110,850504.270,427.950,10.000,2.000,2.000,1.000,0.000,2.000,-14.000,128.000,7328.000,246492.333,118.000,107.000,124.000
638250.300,850506.460,423.950,28.000,1.000,1.000,1.000,0.000,1.000,-15.000,126.000,7328.000,246492.889,199.000,159.000,183.000
638124.310,850609.780,424.970,23.000,1.000,1.000,0.000,0.000,2.000,-17.000,126.000,7328.000,246493.498,188.000,138.000,162.000
638029.000,850635.600,423.620,26.000,1.000,1.000,1.000,0.000,1.000,-17.000,128.000,7328.000,246494.057,106.000,88.000,100.000
637944.230,850554.000,422.830,84.000,2.000,2.000,1.000,0.000,2.000,-16.000,128.000,7328.000,246494.594,112.000,118.000,129.000
637844.980,850558.730,424.180,187.000,1.000,1.000,1.000,0.000,2.000,-12.000,124.000,7328.000,246495.130,126.000,109.000,130.000
637758.200,850626.770,525.980,1.000,1.000,3.000,1.000,0.000,1.000,-11.000,128.000,7328.000,246495.570,53.000,64.000,68.000
637685.010,850649.310,446.230,44.000,1.000,2.000,0.000,0.000,1.000,-11.000,126.000,7328.000,246495.950,74.000,83.000,90.000
637643.700,850531.400,434.880,3.000,2.000,2.000,1.000,0.000,1.000,-9.000,128.000,7328.000,246496.395,56.000,64.000,70.000
637532.190,850446.520,424.150,139.000,1.000,1.000,1.000,0.000,1.000,-6.000,126.000,7328.000,246497.104,77.000,75.000,79.000
637451.510,850601.380,466.080,7.000,1.000,3.000,0.000,0.000,1.000,-7.000,126.000,7328.000,246497.751,94.000,95.000,115.000
637456.430,850527.400,421.330,168.000,1.000,1.000,1.000,0.000,1.000,-7.000,126.000,7328.000,246498.291,119.000,116.000,127.000
637418.140,850515.780,421.460,96.000,1.000,1.000,0.000,0.000,1.000,-8.000,126.000,7328.000,246498.765,101.000,92.000,124.000
637383.070,850510.070,439.040,3.000,2.000,2.000,0.000,0.000,1.000,-8.000,124.000,7328.000,246499.187,65.000,76.000,84.000
637322.410,850530.580,419.460,34.000,1.000,1.000,1.000,0.000,1.000,-10.000,128.000,7328.000,246499.613,74.000,82.000,88.000
637263.520,850571.420,421.520,75.000,2.000,2.000,1.000,0.000,1.000,-9.000,131.000,7328.000,246499.939,82.000,82.000,100.000
637235.960,851036.580,442.160,9.000,1.000,2.000,0.000,0.000,1.000,8.000,124.000,7329.000,247184.777,69.000,76.000,84.000
637379.690,851215.090,423.560,33.000,1.000,1.000,1.000,0.000,1.000,10.000,124.000,7329.000,247185.155,183.000,158.000,176.000
637270.210,850647.870,427.170,192.000,1.000,1.000,0.000,0.000,1.000,0.000,128.000,7329.000,247185.372,98.000,96.000,116.000
637305.680,850627.300,468.040,7.000,1.000,2.000,0.000,0.000,1.000,1.000,128.000,7329.000,247185.564,92.000,90.000,108.000
637391.370,850807.970,421.000,155.000,1.000,1.000,1.000,0.000,2.000,5.000,128.000,7329.000,247185.766,81.000,84.000,94.000
637348.880,850508.530,501.710,0.000,2.000,2.000,1.000,0.000,1.000,-1.000,128.000,7329.000,247185.994,53.000,66.000,66.000
637431.140,850671.000,417.220,43.000,1.000,1.000,0.000,0.000,1.000,1.000,128.000,7329.000,247186.196,74.000,84.000,86.000
637568.670,851034.550,421.360,204.000,1.000,1.000,0.000,0.000,1.000,7.000,128.000,7329.000,247186.405,182.000,153.000,172.000
637504.400,850588.090,420.570,90.000,1.000,1.000,0.000,0.000,2.000,-3.000,128.000,7329.000,247186.618,103.000,89.000,105.000
637637.470,850955.580,421.820,170.000,1.000,1.000,1.000,0.000,1.000,3.000,126.000,7329.000,247186.839,180.000,156.000,171.000
637695.370,851052.030,421.190,53.000,1.000,1.000,1.000,0.000,1.000,5.000,126.000,7329.000,247187.051,168.000,144.000,158.000
637629.130,850623.980,440.390,16.000,1.000,2.000,1.000,0.000,1.000,-2.000,126.000,7329.000,247187.259,53.000,64.000,65.000
637659.780,850631.660,421.560,68.000,3.000,3.000,1.000,0.000,2.000,-1.000,126.000,7329.000,247187.451,101.000,102.000,116.000
637819.490,851240.650,420.800,36.000,1.000,1.000,0.000,0.000,1.000,10.000,128.000,7329.000,247187.649,172.000,139.000,163.000
637801.800,851047.150,419.060,26.000,1.000,1.000,1.000,0.000,1.000,6.000,126.000,7329.000,247187.855,174.000,152.000,165.000
637760.010,850736.520,423.000,120.000,1.000,1.000,1.000,0.000,1.000,2.000,124.000,7329.000,247188.064,61.000,75.000,74.000
637810.270,850927.200,421.520,23.000,1.000,1.000,1.000,0.000,1.000,9.000,124.000,7329.000,247188.257,176.000,149.000,166.000
637771.330,850595.540,487.110,2.000,1.000,2.000,0.000,0.000,1.000,3.000,130.000,7329.000,247188.438,100.000,94.000,116.000
637890.780,851232.680,420.340,21.000,1.000,1.000,0.000,0.000,1.000,15.000,130.000,7329.000,247188.626,171.000,144.000,162.000
637811.880,850462.860,423.880,140.000,1.000,1.000,1.000,0.000,1.000,0.000,126.000,7329.000,247188.830,88.000,82.000,110.000
637955.540,851264.860,420.900,60.000,1.000,1.000,0.000,0.000,1.000,16.000,130.000,7329.000,247189.047,194.000,150.000,175.000
637975.300,851129.270,420.700,82.000,1.000,1.000,0.000,0.000,1.000,14.000,130.000,7329.000,247189.259,184.000,141.000,169.000
638004.170,851055.280,420.800,22.000,1.000,1.000,1.000,0.000,2.000,13.000,124.000,7329.000,247189.484,203.000,163.000,185.000
638036.840,851067.320,420.930,24.000,1.000,1.000,0.000,0.000,1.000,14.000,132.000,7329.000,247189.700,181.000,151.000,170.000
638092.190,851228.280,421.360,31.000,1.000,1.000,0.000,0.000,1.000,18.000,130.000,7329.000,247189.910,178.000,150.000,165.000
638004.590,850586.780,422.870,33.000,1.000,1.000,1.000,0.000,1.000,3.000,126.000,7329.000,247190.133,186.000,156.000,176.000
638037.860,850611.120,423.720,42.000,1.000,1.000,0.000,0.000,2.000,2.000,134.000,7329.000,247190.353,110.000,100.000,104.000
638158.100,850988.650,421.490,54.000,1.000,1.000,0.000,0.000,1.000,7.000,132.000,7329.000,247190.582,176.000,152.000,167.000
638228.870,851099.840,420.280,27.000,1.000,1.000,1.000,0.000,1.000,6.000,128.000,7329.000,247190.806,178.000,149.000,166.000
638181.360,850652.430,424.840,21.000,1.000,1.000,1.000,0.000,1.000,-4.000,124.000,7329.000,247191.033,176.000,124.000,146.000
638249.930,850749.640,429.490,133.000,1.000,1.000,0.000,0.000,1.000,0.000,133.000,7329.000,247191.253,136.000,116.000,130.000
638404.920,851263.250,421.390,30.000,1.000,1.000,0.000,0.000,1.000,12.000,130.000,7329.000,247191.480,178.000,153.000,167.000
638353.870,850672.540,425.690,218.000,1.000,1.000,0.000,0.000,1.000,0.000,132.000,7329.000,247191.694,158.000,116.000,135.000
638406.960,850642.520,425.260,121.000,1.000,1.000,1.000,0.000,1.000,-2.000,126.000,7329.000,247191.915,197.000,148.000,172.000
638433.560,850599.250,426.310,101.000,1.000,1.000,1.000,0.000,1.000,-4.000,126.000,7329.000,247192.125,144.000,118.000,150.000
638552.400,851083.230,420.470,26.000,1.000,1.000,1.000,0.000,1.000,6.000,124.000,7329.000,247192.338,172.000,149.000,164.000
638513.750,850639.930,424.210,118.000,1.000,1.000,1.000,0.000,1.000,-2.000,122.000,7329.000,247192.566,189.000,143.000,165.000
638556.400,850757.020,426.050,174.000,1.000,1.000,0.000,0.000,1.000,1.000,130.000,7329.000,247192.786,129.000,116.000,142.000
638600.130,850912.700,421.590,53.000,1.000,1.000,1.000,0.000,2.000,5.000,126.000,7329.000,247193.008,185.000,156.000,174.000
638617.360,850875.360,419.980,15.000,1.000,1.000,1.000,0.000,1.000,6.000,124.000,7329.000,247193.218,192.000,154.000,174.000
638681.140,851173.690,421.720,33.000,1.000,1.000,0.000,0.000,1.000,13.000,126.000,7329.000,247193.435,91.000,93.000,96.000
638705.120,851196.560,422.310,56.000,1.000,1.000,1.000,0.000,1.000,14.000,129.000,7329.000,247193.622,100.000,98.000,111.000
638732.380,851196.650,424.180,62.000,2.000,2.000,0.000,0.000,1.000,15.000,130.000,7329.000,247193.799,91.000,96.000,103.000
638745.240,851027.990,422.570,45.000,1.000,1.000,1.000,0.000,1.000,11.000,126.000,7329.000,247193.966,166.000,140.000,158.000
638732.090,850557.380,418.210,36.000,2.000,2.000,0.000,0.000,1.000,1.000,126.000,7329.000,247194.127,99.000,101.000,119.000
638774.080,850551.710,416.830,143.000,1.000,1.000,1.000,0.000,1.000,0.000,128.000,7329.000,247194.309,97.000,104.000,110.000
638868.180,851124.540,425.660,250.000,1.000,1.000,0.000,0.000,1.000,12.000,134.000,7329.000,247194.489,148.000,119.000,147.000
638844.130,850444.780,422.930,143.000,1.000,1.000,0.000,0.000,1.000,-2.000,126.000,7329.000,247194.683,71.000,81.000,89.000
638909.060,850687.110,423.160,8.000,2.000,2.000,0.000,0.000,1.000,2.000,130.000,7329.000,247194.951,80.000,88.000,107.000
638931.100,851720.770,465.880,0.000,2.000,3.000,1.000,0.000,1.000,-10.000,126.000,7330.000,247556.070,132.000,123.000,157.000
638920.410,851651.970,425.200,123.000,2.000,2.000,1.000,0.000,2.000,-9.000,128.000,7330.000,247556.338,72.000,82.000,89.000
638912.300,851579.660,426.280,53.000,3.000,3.000,1.000,0.000,1.000,-6.000,128.000,7330.000,247556.549,77.000,86.000,99.000
638885.100,851598.520,425.520,22.000,2.000,2.000,1.000,0.000,1.000,-6.000,131.000,7330.000,247556.722,122.000,126.000,147.000
638879.400,851374.250,459.150,33.000,2.000,3.000,0.000,0.000,1.000,-2.000,135.000,7330.000,247556.886,104.000,111.000,126.000
638808.400,851615.680,470.280,3.000,3.000,4.000,0.000,0.000,1.000,-8.000,130.000,7330.000,247557.041,94.000,96.000,107.000
638897.340,850806.790,433.170,106.000,1.000,2.000,1.000,0.000,1.000,7.000,130.000,7330.000,247557.185,108.000,108.000,128.000
638804.660,851264.930,428.770,1.000,2.000,2.000,1.000,0.000,1.000,-2.000,135.000,7330.000,247557.317,82.000,93.000,102.000
638693.110,851898.560,423.060,161.000,1.000,1.000,0.000,0.000,1.000,-15.000,133.000,7330.000,247557.425,118.000,115.000,147.000
638813.420,850941.440,430.480,0.000,3.000,3.000,1.000,0.000,1.000,4.000,133.000,7330.000,247557.529,103.000,107.000,119.000
638741.770,851309.970,420.410,122.000,1.000,1.000,0.000,0.000,2.000,-3.000,126.000,7330.000,247557.633,106.000,102.000,108.000
638777.690,850931.990,423.200,41.000,1.000,1.000,0.000,0.000,2.000,4.000,126.000,7330.000,247557.727,71.000,92.000,86.000
638678.710,851532.220,469.850,4.000,3.000,4.000,1.000,0.000,1.000,-7.000,128.000,7330.000,247557.814,116.000,116.000,140.000
638677.200,851409.280,497.110,37.000,1.000,3.000,1.000,0.000,1.000,-4.000,126.000,7330.000,247557.910,99.000,106.000,114.000
638720.670,850926.640,417.320,88.000,1.000,1.000,0.000,0.000,2.000,5.000,126.000,7330.000,247558.015,66.000,84.000,82.000
638672.380,851081.660,420.670,41.000,1.000,1.000,1.000,0.000,1.000,3.000,130.000,7330.000,247558.142,74.000,94.000,88.000
638598.880,851445.370,422.150,30.000,1.000,1.000,1.000,0.000,1.000,-4.000,128.000,7330.000,247558.274,69.000,90.000,84.000
638519.060,851908.460,477.130,66.000,1.000,1.000,0.000,0.000,1.000,-13.000,130.000,7330.000,247558.403,127.000,122.000,142.000
638595.180,850954.690,421.620,82.000,1.000,1.000,0.000,0.000,2.000,6.000,128.000,7330.000,247558.532,202.000,168.000,186.000
638591.830,850702.690,424.570,160.000,1.000,1.000,0.000,0.000,2.000,11.000,126.000,7330.000,247558.665,106.000,99.000,106.000
638561.190,850715.720,425.890,118.000,1.000,1.000,0.000,0.000,2.000,11.000,126.000,7330.000,247558.799,172.000,130.000,154.000
638431.760,851821.000,424.150,54.000,1.000,1.000,1.000,0.000,1.000,-12.000,130.000,7330.000,247558.943,167.000,159.000,165.000
638493.860,850772.930,422.050,128.000,1.000,1.000,0.000,0.000,1.000,8.000,124.000,7330.000,247559.087,174.000,135.000,160.000
638367.620,851888.980,421.190,43.000,1.000,1.000,1.000,0.000,2.000,-14.000,133.000,7330.000,247559.230,83.000,95.000,91.000
638440.750,850658.890,424.840,22.000,1.000,1.000,0.000,0.000,2.000,10.000,126.000,7330.000,247559.373,205.000,153.000,180.000
638303.840,851888.350,421.030,34.000,1.000,1.000,1.000,0.000,1.000,-14.000,132.000,7330.000,247559.517,172.000,142.000,158.000
638372.180,850718.770,429.430,52.000,1.000,1.000,1.000,0.000,1.000,10.000,134.000,7330.000,247559.657,144.000,104.000,123.000
638343.700,850651.610,429.330,54.000,1.000,1.000,1.000,0.000,1.000,12.000,139.000,7330.000,247559.810,142.000,110.000,126.000
638272.280,851080.610,419.420,70.000,1.000,1.000,1.000,0.000,2.000,4.000,141.000,7330.000,247559.961,180.000,152.000,166.000
638220.540,851312.570,420.830,43.000,1.000,1.000,1.000,0.000,1.000,0.000,139.000,7330.000,247560.114,178.000,152.000,166.000
638169.650,851532.450,423.130,63.000,1.000,1.000,1.000,0.000,1.000,-5.000,139.000,7330.000,247560.266,175.000,147.000,163.000
638101.280,851909.610,425.330,7.000,1.000,1.000,0.000,0.000,2.000,-13.000,135.000,7330.000,247560.414,182.000,154.000,169.000
638185.040,850834.910,423.690,254.000,1.000,1.000,0.000,0.000,2.000,8.000,130.000,7330.000,247560.562,174.000,136.000,161.000
638060.760,851802.070,426.150,233.000,1.000,1.000,0.000,0.000,2.000,-11.000,130.000,7330.000,247560.701,156.000,122.000,150.000
638130.280,851000.300,421.520,60.000,1.000,1.000,1.000,0.000,1.000,5.000,130.000,7330.000,247560.843,175.000,150.000,164.000
638001.640,851892.190,425.720,75.000,1.000,1.000,0.000,0.000,1.000,-11.000,134.000,7330.000,247560.989,150.000,134.000,141.000
638123.590,850746.650,425.890,145.000,1.000,1.000,0.000,0.000,1.000,12.000,134.000,7330.000,247561.136,150.000,125.000,136.000
637998.620,851540.580,423.460,28.000,1.000,1.000,1.000,0.000,2.000,-3.000,131.000,7330.000,247561.281,192.000,162.000,182.000
638083.530,850764.340,423.650,22.000,1.000,1.000,0.000,0.000,2.000,12.000,130.000,7330.000,247561.424,174.000,147.000,164.000
637880.680,851910.200,427.330,51.000,1.000,1.000,1.000,0.000,1.000,-11.000,139.000,7330.000,247561.567,86.000,87.000,88.000
637980.220,851058.100,420.510,63.000,1.000,1.000,0.000,0.000,1.000,5.000,132.000,7330.000,247561.713,181.000,154.000,169.000
637836.290,851740.520,427.230,118.000,1.000,1.000,0.000,0.000,1.000,-9.000,128.000,7330.000,247561.850,182.000,174.000,176.000
637826.940,851606.760,427.300,152.000,1.000,1.000,1.000,0.000,1.000,-7.000,133.000,7330.000,247561.990,222.000,194.000,213.000
637972.800,850657.150,422.900,17.000,1.000,1.000,1.000,0.000,1.000,11.000,126.000,7330.000,247562.129,168.000,154.000,158.000
637856.820,851159.060,419.650,20.000,1.000,1.000,0.000,0.000,2.000,1.000,136.000,7330.000,247562.269,180.000,147.000,170.000
637726.540,851718.470,439.070,169.000,1.000,1.000,0.000,0.000,2.000,-9.000,128.000,7330.000,247562.405,109.000,107.000,128.000
637693.930,851772.240,451.770,17.000,1.000,1.000,0.000,0.000,1.000,-9.000,126.000,7330.000,247562.540,92.000,100.000,103.000
637750.430,851359.480,423.260,5.000,1.000,1.000,0.000,0.000,1.000,0.000,126.000,7330.000,247562.672,168.000,146.000,162.000
637653.250,851706.360,490.030,92.000,1.000,1.000,0.000,0.000,1.000,-6.000,124.000,7330.000,247562.807,154.000,152.000,158.000
637664.990,851549.280,426.020,32.000,1.000,1.000,0.000,0.000,1.000,-2.000,128.000,7330.000,247562.941,175.000,149.000,172.000
637835.470,850631.530,444.230,0.000,2.000,3.000,0.000,0.000,1.000,17.000,124.000,7330.000,247563.070,67.000,76.000,80.000
637623.850,851652.560,451.310,13.000,1.000,1.000,1.000,0.000,2.000,-4.000,124.000,7330.000,247563.197,156.000,134.000,151.000
637808.660,850647.640,448.520,16.000,1.000,3.000,0.000,0.000,1.000,16.000,128.000,7330.000,247563.319,87.000,88.000,102.000
637552.760,851936.250,417.360,19.000,1.000,1.000,1.000,0.000,2.000,-10.000,126.000,7330.000,247563.444,189.000,133.000,182.000
637534.480,851942.450,417.620,35.000,1.000,1.000,1.000,0.000,1.000,-10.000,124.000,7330.000,247563.578,152.000,124.000,156.000
637576.900,851602.400,451.710,176.000,1.000,1.000,1.000,0.000,1.000,-4.000,126.000,7330.000,247563.714,148.000,122.000,140.000
637627.590,851195.730,421.650,37.000,1.000,1.000,1.000,0.000,2.000,4.000,126.000,7330.000,247563.850,168.000,138.000,157.000
637534.220,851591.110,521.160,105.000,1.000,1.000,0.000,0.000,1.000,-4.000,126.000,7330.000,247563.975,154.000,134.000,146.000
637675.230,850644.850,422.510,60.000,2.000,2.000,1.000,0.000,1.000,15.000,126.000,7330.000,247564.102,60.000,73.000,72.000
637431.330,851954.690,417.680,28.000,1.000,1.000,1.000,0.000,2.000,-12.000,124.000,7330.000,247564.229,132.000,110.000,139.000
637485.430,851514.900,445.180,23.000,1.000,1.000,0.000,0.000,2.000,-4.000,126.000,7330.000,247564.358,154.000,135.000,157.000
637434.940,851676.740,583.730,249.000,1.000,1.000,1.000,0.000,1.000,-8.000,128.000,7330.000,247564.499,241.000,234.000,243.000
637594.420,850632.610,420.830,75.000,2.000,2.000,0.000,0.000,1.000,12.000,126.000,7330.000,247564.641,74.000,78.000,83.000
637433.140,851418.340,425.200,17.000,1.000,1.000,1.000,0.000,1.000,-3.000,124.000,7330.000,247564.788,146.000,122.000,139.000
637537.530,850683.100,488.550,15.000,1.000,2.000,1.000,0.000,1.000,11.000,126.000,7330.000,247564.926,104.000,90.000,116.000
637363.850,851513.120,450.300,24.000,1.000,1.000,0.000,0.000,1.000,-5.000,128.000,7330.000,247565.067,162.000,138.000,157.000
637323.560,851555.640,586.380,169.000,1.000,1.000,0.000,0.000,1.000,-4.000,124.000,7330.000,247565.220,228.000,211.000,221.000
637339.500,851288.940,424.900,77.000,1.000,1.000,1.000,0.000,1.000,3.000,122.000,7330.000,247565.401,224.000,212.000,221.000
637414.930,850659.550,420.140,75.000,1.000,1.000,0.000,0.000,1.000,15.000,124.000,7330.000,247565.618,118.000,106.000,124.000
637297.570,851019.520,419.590,150.000,1.000,1.000,0.000,0.000,1.000,5.000,124.000,7330.000,247565.850,184.000,136.000,162.000
637311.090,850675.300,420.370,25.000,1.000,1.000,1.000,0.000,1.000,11.000,124.000,7330.000,247566.152,121.000,110.000,132.000
637290.850,852548.620,423.560,35.000,1.000,1.000,0.000,0.000,1.000,11.000,124.000,7331.000,248287.572,176.000,151.000,166.000
637316.440,852265.450,475.430,13.000,1.000,1.000,0.000,0.000,2.000,9.000,124.000,7331.000,248288.053,141.000,124.000,135.000
637370.770,852249.740,520.600,20.000,1.000,1.000,1.000,0.000,1.000,8.000,124.000,7331.000,248288.315,127.000,116.000,126.000
637439.700,852356.140,442.420,190.000,1.000,1.000,0.000,0.000,1.000,8.000,126.000,7331.000,248288.512,109.000,104.000,128.000
637432.450,852203.710,482.120,21.000,1.000,1.000,1.000,0.000,1.000,4.000,124.000,7331.000,248288.679,134.000,122.000,134.000
637303.610,851522.640,451.900,81.000,1.000,1.000,0.000,0.000,2.000,-10.000,124.000,7331.000,248288.823,184.000,166.000,179.000
637456.860,852094.230,439.760,76.000,1.000,1.000,1.000,0.000,1.000,2.000,122.000,7331.000,248288.965,138.000,126.000,138.000
637477.850,852098.100,444.590,133.000,1.000,1.000,0.000,0.000,1.000,2.000,124.000,7331.000,248289.107,137.000,127.000,136.000
637361.910,851483.560,446.060,155.000,1.000,1.000,1.000,0.000,1.000,-10.000,122.000,7331.000,248289.250,116.000,99.000,125.000
637621.190,852568.310,424.050,26.000,1.000,1.000,0.000,0.000,1.000,13.000,124.000,7331.000,248289.392,168.000,144.000,162.000
637395.770,851449.080,433.330,140.000,1.000,1.000,0.000,0.000,1.000,-9.000,122.000,7331.000,248289.532,122.000,109.000,135.000
637587.830,852227.590,477.530,166.000,1.000,1.000,1.000,0.000,1.000,8.000,124.000,7331.000,248289.675,140.000,140.000,143.000
637541.700,851892.450,418.270,42.000,1.000,1.000,0.000,0.000,1.000,2.000,124.000,7331.000,248289.817,158.000,102.000,146.000
637566.670,851890.550,417.220,28.000,1.000,1.000,1.000,0.000,1.000,2.000,122.000,7331.000,248289.961,168.000,152.000,174.000
637612.860,851996.330,432.450,48.000,1.000,1.000,0.000,0.000,1.000,4.000,122.000,7331.000,248290.104,124.000,120.000,129.000
637497.410,851387.170,426.080,180.000,1.000,1.000,1.000,0.000,2.000,-9.000,125.000,7331.000,248290.246,147.000,117.000,140.000
637691.080,852163.090,451.570,148.000,1.000,1.000,1.000,0.000,1.000,6.000,119.000,7331.000,248290.383,125.000,114.000,140.000
637782.610,852471.720,437.470,2.000,1.000,2.000,0.000,0.000,1.000,12.000,124.000,7331.000,248290.523,136.000,114.000,132.000
637661.020,851853.610,454.300,114.000,1.000,1.000,0.000,0.000,1.000,-2.000,124.000,7331.000,248290.660,64.000,80.000,78.000
637550.950,851278.940,423.560,22.000,1.000,1.000,1.000,0.000,1.000,-14.000,126.000,7331.000,248290.801,170.000,150.000,163.000
637757.380,852096.920,433.600,17.000,1.000,1.000,1.000,0.000,1.000,2.000,122.000,7331.000,248290.939,124.000,108.000,144.000
637846.160,852383.270,424.050,39.000,1.000,1.000,0.000,0.000,2.000,8.000,126.000,7331.000,248291.079,146.000,137.000,144.000
637747.410,851853.970,481.040,76.000,1.000,1.000,0.000,0.000,1.000,-2.000,126.000,7331.000,248291.216,220.000,210.000,220.000
637644.000,851305.310,423.200,16.000,1.000,1.000,0.000,0.000,1.000,-13.000,124.000,7331.000,248291.353,170.000,149.000,164.000
637825.520,852024.510,426.710,159.000,1.000,1.000,1.000,0.000,2.000,1.000,124.000,7331.000,248291.494,130.000,112.000,133.000
637963.160,852551.050,424.210,43.000,1.000,1.000,0.000,0.000,1.000,13.000,128.000,7331.000,248291.634,176.000,152.000,168.000
637825.160,851832.250,426.250,133.000,1.000,1.000,0.000,0.000,1.000,-1.000,130.000,7331.000,248291.771,230.000,222.000,231.000
637744.620,851366.830,423.690,64.000,1.000,1.000,1.000,0.000,1.000,-11.000,132.000,7331.000,248291.912,165.000,141.000,157.000
638021.620,852519.780,438.290,16.000,1.000,2.000,1.000,0.000,1.000,12.000,132.000,7331.000,248292.052,148.000,136.000,156.000
637917.780,851952.260,440.120,163.000,1.000,1.000,0.000,0.000,1.000,0.000,133.000,7331.000,248292.192,220.000,212.000,218.000
637996.160,852202.100,422.930,29.000,1.000,1.000,1.000,0.000,1.000,6.000,134.000,7331.000,248292.338,157.000,129.000,145.000
637820.210,851329.490,422.340,48.000,1.000,1.000,0.000,0.000,1.000,-11.000,131.000,7331.000,248292.483,145.000,128.000,139.000
638060.470,852291.210,420.210,1.000,1.000,1.000,1.000,0.000,2.000,9.000,128.000,7331.000,248292.625,179.000,163.000,171.000
637885.370,851440.160,422.930,49.000,1.000,1.000,1.000,0.000,1.000,-8.000,134.000,7331.000,248292.775,164.000,136.000,156.000
637865.620,851264.670,420.470,54.000,1.000,1.000,0.000,0.000,1.000,-12.000,132.000,7331.000,248292.924,176.000,154.000,169.000
637904.690,851331.860,421.190,55.000,1.000,1.000,1.000,0.000,1.000,-11.000,141.000,7331.000,248293.081,184.000,152.000,176.000
637917.450,851288.090,420.830,41.000,1.000,1.000,0.000,0.000,2.000,-13.000,137.000,7331.000,248293.230,174.000,144.000,161.000
637992.680,851501.570,423.060,58.000,1.000,1.000,0.000,0.000,1.000,-10.000,143.000,7331.000,248293.382,192.000,160.000,180.000
